board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender
Salomon HPS x Asmo,https://thegoodride.com/snowboard-reviews/salomon-hps-x-asmo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Average,Poor,Good,Poor,Poor,['2020'],mens
Salomon Huck Knife,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-2017-snowboard-review,Pretty Good,Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Great,Great,Good,Great,['2017'],mens
Salomon Huck Knife Pro,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-pro-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Poor,Great,Great,Good,Great,['2020'],mens
Salomon SickStick 151,https://thegoodride.com/snowboard-reviews/salomon-sickstick-151-2018-2019-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Good,Average,Good,Good,Average,Good,"['2018', '2019']",mens
Salomon SickStick,https://thegoodride.com/snowboard-reviews/salomon-sickstick-2010-2018-snowbard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Great,Great,Good,Good,Good,Good,Average,Average,"['2010', '2018']",mens
Salomon Speedway,https://thegoodride.com/snowboard-reviews/salomon-speedway-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Light,Good,Great,Great,Great,Average,Average,Good,Poor,Average,['2019'],mens
Salomon Super 8,https://thegoodride.com/snowboard-reviews/salomon-super-8-2016-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -15mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,"['2016', '2019']",mens
Salomon Taka X Wolle,https://thegoodride.com/snowboard-reviews/salomon-taka-x-wolle-2019-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Average,Average,Good,Poor,Good,"['2019', '2020']",mens
Salomon Ultimate Ride,https://thegoodride.com/snowboard-reviews/salomon-ultimate-ride-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",China,Directional Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Average,Great,Great,Average,Great,['2017'],mens
Salomon  Villain,https://thegoodride.com/snowboard-reviews/salomon-villain-2013-2018-snowboard-review,Liked it!,Freestyle,Advanced - Expert,"8-10, 10-12",None,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Average,Great,Great,Good,Great,"['2013', '2018']",mens
Signal Disruptor,https://thegoodride.com/snowboard-reviews/signal-disruptor-2017-2018-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Excellent,Great,Great,Good,Great,Excellent,Average,Excellent,"['2017', '2018']",mens
Signal John Jackson Sierra,https://thegoodride.com/snowboard-reviews/signal-john-jackson-sierra-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA,Directional,Traditional Camber,Setback -10mm,Feels Light,Poor,Great,Great,Good,Great,Good,Good,Good,Great,[],mens
Signal Park,https://thegoodride.com/snowboard-reviews/signal-park-snowboard-review-and-buying-advice,Loved it!,Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Great,Great,Excellent,Good,[],mens
Signal Yup,https://thegoodride.com/snowboard-reviews/signal-yup-snowboard-review-and-buying-advice,Liked it!,Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,[],mens
Sims Blade,https://thegoodride.com/snowboard-reviews/sims-blade-2017-2018-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",USA by Never Summer,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Great,Excellent,Great,Good,Average,Good,Poor,Good,"['2017', '2018']",mens
Sims Dealers Choice,https://thegoodride.com/snowboard-reviews/sims-dealers-choice-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Good,Good,['2017'],mens
Sims Juice,https://thegoodride.com/snowboard-reviews/sims-juice-2017-snowboard-review,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Average,Good,Great,Good,Good,Good,['2017'],mens
Sims Terry Kidwell RT2,https://thegoodride.com/snowboard-reviews/sims-terry-kidwell-rt2-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Mostly Camber,None,Feels Normal,Good,Great,Great,Great,Good,Good,Good,Average,Good,['2019'],mens
Sims Tom Sims,https://thegoodride.com/snowboard-reviews/sims-tom-sims-2018-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,"['2018', '2019']",mens
Slash ATV,https://thegoodride.com/snowboard-reviews/slash-atv-2013-2019-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Traditional Camber,Setback -20mm,Feels Normal,Poor,Excellent,Great,Great,Good,Good,Excellent,Average,Excellent,"['2013', '2019']",mens
Slash Aurora,https://thegoodride.com/snowboard-reviews/slash-aurora-review-and-buying-advice,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Mostly Camber,Setback -15mm,Feels Normal,Average,Good,Good,Excellent,Average,Good,Good,Average,Good,[],mens
Slash Brain Storm,https://thegoodride.com/snowboard-reviews/slash-brain-storm-2015-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Average,Good,"['2015', '2019']",mens
Slash Floater Narwal,https://thegoodride.com/snowboard-reviews/slash-floater-narwal-2016-2019-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",Tunisia,Directional,Flat to Rocker,Centered,Feels Normal,Great,Good,Good,Great,Average,Average,Good,Poor,Average,"['2016', '2019']",mens
Slash Happy Place,https://thegoodride.com/snowboard-reviews/slash-happy-place-2014-2019-snowboard-review,Liked it!,Freestyle,Beginner - Expert,8-10,Tunisia by Nidecker,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Average,Average,Great,Great,Good,Great,Good,"['2014', '2019']",mens
Slash Straight Narwal,https://thegoodride.com/snowboard-reviews/slash-straight-narwal-2013-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Great,Great,Average,Average,Poor,Good,"['2013', '2019']",mens
Smokin Awesymmetrical,https://thegoodride.com/snowboard-reviews/smokin-awesymmetrical-2014-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Excellent,Great,Great,Great,"['2014', '2017']",mens
Smokin Buck Ferton,https://thegoodride.com/snowboard-reviews/smokin-buck-ferton-2013-2017-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,,Good,Good,Good,Great,Great,Great,Great,"['2013', '2017']",mens
Smokin KT-22,https://thegoodride.com/snowboard-reviews/smokin-kt-22-2013-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Lake Tahoe USA,Directional,Directional Camber,Setback over 20mm,Feels Heavy,Good,Great,Great,Great,Good,Good,Good,Average,Good,"['2013', '2017']",mens
Smokin Superpark Clash Rocker,https://thegoodride.com/snowboard-reviews/smokin-superpark-clash-rocker-review-and-buying-advice,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Great,Great,Good,Great,[],mens
Snofisk Puckerfisk,https://thegoodride.com/snowboard-reviews/snofisk-puckerfisk-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"< 8, 8-10, 10-12",USA,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Good,Good,Good,Poor,Good,Average,Average,['2018'],mens
Snoplanks Asym Fish,https://thegoodride.com/snowboard-reviews/snoplanks-asym-fish-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens
SnoPlanks Model A,https://thegoodride.com/snowboard-reviews/snoplanks-model-a-2020-snowboard-review,None,Freeride,Intermediate - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,['2020'],mens
SnoPlanks SnoBlunt,https://thegoodride.com/snowboard-reviews/snoplanks-snoblunt-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,8-10,USA by SnoPlanks,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Good,Good,Good,['2020'],mens
Soul Flashback,https://thegoodride.com/snowboard-reviews/soul-flashback-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Light,Good,Excellent,Excellent,Good,Average,Average,Good,Poor,Good,['2019'],mens
Soul Frequent Flyer,https://thegoodride.com/snowboard-reviews/soul-frequent-flyer-snowboard-review,None,Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Average,Average,Good,Average,Good,[],mens
Soul Pitch Wing,https://thegoodride.com/snowboard-reviews/soul-pitch-wing-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Great,[],mens
Soul Pocket Rocket,https://thegoodride.com/snowboard-reviews/soul-pocket-rocket-2020-snowboard-review,None,Powder,Advanced - Expert,8-10,China,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Poor,Poor,Average,Average,Poor,Average,Poor,Poor,['2020'],mens
Soul Samurai,https://thegoodride.com/snowboard-reviews/soul-samurai-2019-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",China,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Average,Good,"['2019', '2020']",mens
Soul Scrambler,https://thegoodride.com/snowboard-reviews/soul-scrambler-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,"< 8, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Excellent,Great,Good,Average,Poor,Good,Poor,Good,['2019'],mens
Soul Snow Wave,https://thegoodride.com/snowboard-reviews/soul-snow-wave-snowboard-review,None,Powder,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Continuous Rocker,Setback over 20mm,Feels Normal,Excellent,Average,Poor,Average,Poor,Poor,Average,Poor,Poor,[],mens
Stone Barrel,https://thegoodride.com/snowboard-reviews/stone-barrel-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Average,Good,Good,Good,['2020'],mens
Stone Dirty Fish,https://thegoodride.com/snowboard-reviews/stone-dirty-fish-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens
Stone Message,https://thegoodride.com/snowboard-reviews/stone-message-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,Europe,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Great,Excellent,Average,Great,['2020'],mens
Stone Mini-Gun,https://thegoodride.com/snowboard-reviews/stone-mini-gun-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Europe,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,['2020'],mens
Stone Natural,https://thegoodride.com/snowboard-reviews/stone-natural-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Average,Great,Great,Great,Great,Good,Great,Poor,Great,['2020'],mens
Stone Topo,https://thegoodride.com/snowboard-reviews/stone-topo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Average,Poor,Good,['2020'],mens
United Shapes Deep Reach,https://thegoodride.com/snowboard-reviews/united-shapes-deep-reach-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Average,Average,Average,[],mens
United Shapes Orbit,https://thegoodride.com/snowboard-reviews/united-shapes-orbit-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,[],mens
United Shapes Pioneer,https://thegoodride.com/snowboard-reviews/united-shapes-pioneer-2018-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Good,Great,Average,Good,Average,Good,['2018'],mens
Venture Storm,https://thegoodride.com/snowboard-reviews/venture-storm-2011-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Excellent,Good,Good,Great,Good,Average,Average,Poor,Poor,"['2011', '2018']",mens
Venture Zelix,https://thegoodride.com/snowboard-reviews/venture-zelix-2014-2018-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Light,Good,Good,Average,Good,Good,Good,Good,Average,Good,"['2014', '2018']",mens
Weston Backwoods,https://thegoodride.com/snowboard-reviews/weston-backwoods-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -10mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,['2020'],mens
Weston Logger,https://thegoodride.com/snowboard-reviews/weston-logger-2020-snowboard-review,None,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Average,Great,Good,Great,Good,['2020'],mens
Weston Range,https://thegoodride.com/snowboard-reviews/weston-range-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Good,['2020'],mens
YES 2020,https://thegoodride.com/snowboard-reviews/yes-2020-2016-2019-snowboard-review,Liked it!,Powder,Advanced - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Great,Average,Good,Good,Good,Great,Good,Average,Average,"['2020', '2016', '2019']",mens
YES 420,https://thegoodride.com/snowboard-reviews/yes-420-2013-2021-snowboard-review,Pretty Good,Powder,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Good,Good,Good,Good,Average,Average,Average,Poor,"['2013', '2021']",mens
Yes 420 Powder Hull,https://thegoodride.com/snowboard-reviews/yes-420-powder-hull-2017-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Great,Good,Good,Good,Average,Average,Good,Poor,Average,"['2017', '2020']",mens
YES Basic,https://thegoodride.com/snowboard-reviews/yes-basic-2010-2020-snowboard-review,None,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",SWS in Dubai,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Good,Great,Great,Good,Good,Great,"['2010', '2020']",mens
YES Basic Decade,https://thegoodride.com/snowboard-reviews/yes-basic-decade-2019-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Light,Good,Good,Good,Good,Average,Great,Great,Average,Great,['2019'],mens
YES Ghost,https://thegoodride.com/snowboard-reviews/yes-ghost-2011-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Great,"['2011', '2020']",mens
Yes Globe NSB,https://thegoodride.com/snowboard-reviews/yes-globe-nsb-2020-snowboard-review,None,All Mountain,Intermediate - Expert,8-10,Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Great,Great,Great,Great,Average,Great,['2020'],mens
YES Greats,https://thegoodride.com/snowboard-reviews/yes-greats-2011-2020-snowboard-review,Loved it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Great,Good,Great,"['2011', '2020']",mens
YES Hybrid,https://thegoodride.com/snowboard-reviews/yes-hybrid-2020-2021-snowboard-review,None,Alternative Freeride,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Average,"['2020', '2021']",mens
YES Jackpot,https://thegoodride.com/snowboard-reviews/yes-jackpot-2012-2020-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Average,Great,Great,Good,Great,Great,"['2012', '2020']",mens
Yes Libre,https://thegoodride.com/snowboard-reviews/yes-libre-2018-2020-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Good,"['2018', '2020']",mens
YES Optimistic,https://thegoodride.com/snowboard-reviews/yes-optimistic-2011-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Excellent,Excellent,Good,Average,Average,Good,Poor,Average,"['2011', '2020']",mens
YES Pick Your Line,https://thegoodride.com/snowboard-reviews/yes-pick-your-line-2012-2020-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -10mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,"['2012', '2020']",mens
YES PRO20,https://thegoodride.com/snowboard-reviews/yes-pro20-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Great,Great,Great,Good,Average,Good,Poor,Poor,['2021'],mens
YES Standard,https://thegoodride.com/snowboard-reviews/yes-standard-2015-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Good,"['2015', '2020']",mens
Yes The Y,https://thegoodride.com/snowboard-reviews/yes-the-y-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Average,Poor,Average,['2020'],mens
YES Typo,https://thegoodride.com/snowboard-reviews/yes-typo-2016-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,"['2016', '2020']",mens
